[DEBUG][2018-06-18 09:17:09,111][test.py][get_page_source][24][url请求失败]
[DEBUG][2018-06-18 10:50:39,881][get_zhilian.py][<module>][133][这里是第 67页的第36条url    http://jobs.zhaopin.com/CC394117080J00051806509.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:39,882][get_zhilian.py][<module>][129][这里是第 67页的第37条url    http://jobs.zhaopin.com/CC593935930J00043200009.htm]
[DEBUG][2018-06-18 10:50:39,995][get_zhilian.py][<module>][133][这里是第 67页的第37条url    http://jobs.zhaopin.com/CC593935930J00043200009.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:39,995][get_zhilian.py][<module>][129][这里是第 67页的第38条url    http://jobs.zhaopin.com/459235128250028.htm]
[DEBUG][2018-06-18 10:50:40,107][get_zhilian.py][<module>][133][这里是第 67页的第38条url    http://jobs.zhaopin.com/459235128250028.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:40,108][get_zhilian.py][<module>][129][这里是第 67页的第39条url    http://jobs.zhaopin.com/CC256873932J00052432313.htm]
[DEBUG][2018-06-18 10:50:40,214][get_zhilian.py][<module>][133][这里是第 67页的第39条url    http://jobs.zhaopin.com/CC256873932J00052432313.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:40,215][get_zhilian.py][<module>][129][这里是第 67页的第40条url    http://jobs.zhaopin.com/CC285746189J00053236211.htm]
[DEBUG][2018-06-18 10:50:40,521][get_zhilian.py][<module>][133][这里是第 67页的第40条url    http://jobs.zhaopin.com/CC285746189J00053236211.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:40,521][get_zhilian.py][<module>][129][这里是第 67页的第41条url    http://jobs.zhaopin.com/CC444976486J00040868415.htm]
[DEBUG][2018-06-18 10:50:40,855][get_zhilian.py][<module>][133][这里是第 67页的第41条url    http://jobs.zhaopin.com/CC444976486J00040868415.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:40,855][get_zhilian.py][<module>][129][这里是第 67页的第42条url    http://jobs.zhaopin.com/CC444976486J00022716315.htm]
[DEBUG][2018-06-18 10:50:41,212][get_zhilian.py][<module>][133][这里是第 67页的第42条url    http://jobs.zhaopin.com/CC444976486J00022716315.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:41,212][get_zhilian.py][<module>][129][这里是第 67页的第43条url    http://jobs.zhaopin.com/527346922250249.htm]
[DEBUG][2018-06-18 10:50:41,366][get_zhilian.py][<module>][133][这里是第 67页的第43条url    http://jobs.zhaopin.com/527346922250249.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:41,366][get_zhilian.py][<module>][129][这里是第 67页的第44条url    http://jobs.zhaopin.com/CC285746189J00053239611.htm]
[DEBUG][2018-06-18 10:50:41,537][get_zhilian.py][<module>][133][这里是第 67页的第44条url    http://jobs.zhaopin.com/CC285746189J00053239611.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:41,537][get_zhilian.py][<module>][129][这里是第 67页的第45条url    http://jobs.zhaopin.com/CC299761035J00051395912.htm]
[DEBUG][2018-06-18 10:50:41,713][get_zhilian.py][<module>][133][这里是第 67页的第45条url    http://jobs.zhaopin.com/CC299761035J00051395912.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:41,713][get_zhilian.py][<module>][129][这里是第 67页的第46条url    http://jobs.zhaopin.com/CC163444813J00022888615.htm]
[DEBUG][2018-06-18 10:50:41,913][get_zhilian.py][<module>][133][这里是第 67页的第46条url    http://jobs.zhaopin.com/CC163444813J00022888615.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:41,914][get_zhilian.py][<module>][129][这里是第 67页的第47条url    http://jobs.zhaopin.com/245662887250059.htm]
[DEBUG][2018-06-18 10:50:42,130][get_zhilian.py][<module>][133][这里是第 67页的第47条url    http://jobs.zhaopin.com/245662887250059.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:42,130][get_zhilian.py][<module>][129][这里是第 67页的第48条url    http://jobs.zhaopin.com/CC366819085J00127810005.htm]
[DEBUG][2018-06-18 10:50:42,286][get_zhilian.py][<module>][133][这里是第 67页的第48条url    http://jobs.zhaopin.com/CC366819085J00127810005.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:42,286][get_zhilian.py][<module>][129][这里是第 67页的第49条url    http://jobs.zhaopin.com/CZ777080870J00022715711.htm]
[DEBUG][2018-06-18 10:50:42,465][get_zhilian.py][<module>][133][这里是第 67页的第49条url    http://jobs.zhaopin.com/CZ777080870J00022715711.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:42,465][get_zhilian.py][<module>][129][这里是第 67页的第50条url    http://jobs.zhaopin.com/CC267079187J00038182215.htm]
[DEBUG][2018-06-18 10:50:42,613][get_zhilian.py][<module>][133][这里是第 67页的第50条url    http://jobs.zhaopin.com/CC267079187J00038182215.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:42,613][get_zhilian.py][<module>][129][这里是第 67页的第51条url    http://jobs.zhaopin.com/330334635250050.htm]
[DEBUG][2018-06-18 10:50:42,786][get_zhilian.py][<module>][133][这里是第 67页的第51条url    http://jobs.zhaopin.com/330334635250050.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:42,786][get_zhilian.py][<module>][129][这里是第 67页的第52条url    http://jobs.zhaopin.com/CC120107107J00050213814.htm]
[DEBUG][2018-06-18 10:50:42,997][get_zhilian.py][<module>][133][这里是第 67页的第52条url    http://jobs.zhaopin.com/CC120107107J00050213814.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:42,997][get_zhilian.py][<module>][129][这里是第 67页的第53条url    http://jobs.zhaopin.com/455553024251891.htm]
[DEBUG][2018-06-18 10:50:43,146][get_zhilian.py][<module>][133][这里是第 67页的第53条url    http://jobs.zhaopin.com/455553024251891.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:43,146][get_zhilian.py][<module>][129][这里是第 67页的第54条url    http://jobs.zhaopin.com/CZ719148040J00132349105.htm]
[DEBUG][2018-06-18 10:50:43,324][get_zhilian.py][<module>][133][这里是第 67页的第54条url    http://jobs.zhaopin.com/CZ719148040J00132349105.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:43,324][get_zhilian.py][<module>][129][这里是第 67页的第55条url    http://jobs.zhaopin.com/404464885250129.htm]
[DEBUG][2018-06-18 10:50:43,506][get_zhilian.py][<module>][133][这里是第 67页的第55条url    http://jobs.zhaopin.com/404464885250129.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:43,507][get_zhilian.py][<module>][129][这里是第 67页的第56条url    http://jobs.zhaopin.com/608611981250014.htm]
[DEBUG][2018-06-18 10:50:43,653][get_zhilian.py][<module>][133][这里是第 67页的第56条url    http://jobs.zhaopin.com/608611981250014.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:43,653][get_zhilian.py][<module>][129][这里是第 67页的第57条url    http://jobs.zhaopin.com/CC623720826J00053346512.htm]
[DEBUG][2018-06-18 10:50:43,855][get_zhilian.py][<module>][133][这里是第 67页的第57条url    http://jobs.zhaopin.com/CC623720826J00053346512.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:43,855][get_zhilian.py][<module>][129][这里是第 67页的第58条url    http://jobs.zhaopin.com/CC593935930J00043202109.htm]
[DEBUG][2018-06-18 10:50:43,963][get_zhilian.py][<module>][133][这里是第 67页的第58条url    http://jobs.zhaopin.com/CC593935930J00043202109.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:43,963][get_zhilian.py][<module>][129][这里是第 67页的第59条url    http://jobs.zhaopin.com/593935930250013.htm]
[DEBUG][2018-06-18 10:50:44,074][get_zhilian.py][<module>][133][这里是第 67页的第59条url    http://jobs.zhaopin.com/593935930250013.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:44,074][get_zhilian.py][<module>][124][这里是第 68页的url    https://sou.zhaopin.com/jobs/searchresult.ashx?jl=%E5%8C%97%E4%BA%AC&kw=python&isadv=0&sg=39e470246d7e4727944af8c5e9417893&p=69]
[DEBUG][2018-06-18 10:50:44,575][get_zhilian.py][<module>][129][这里是第 68页的第0条url    http://jobs.zhaopin.com/CC593935930J00042978709.htm]
[DEBUG][2018-06-18 10:50:44,690][get_zhilian.py][<module>][133][这里是第 68页的第0条url    http://jobs.zhaopin.com/CC593935930J00042978709.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:44,690][get_zhilian.py][<module>][129][这里是第 68页的第1条url    http://jobs.zhaopin.com/164068020250106.htm]
[DEBUG][2018-06-18 10:50:44,796][get_zhilian.py][<module>][133][这里是第 68页的第1条url    http://jobs.zhaopin.com/164068020250106.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:44,797][get_zhilian.py][<module>][129][这里是第 68页的第2条url    http://jobs.zhaopin.com/CC133741469J00044627511.htm]
[DEBUG][2018-06-18 10:50:44,935][get_zhilian.py][<module>][133][这里是第 68页的第2条url    http://jobs.zhaopin.com/CC133741469J00044627511.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:44,935][get_zhilian.py][<module>][129][这里是第 68页的第3条url    http://jobs.zhaopin.com/442853931250013.htm]
[DEBUG][2018-06-18 10:50:45,114][get_zhilian.py][<module>][133][这里是第 68页的第3条url    http://jobs.zhaopin.com/442853931250013.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:45,115][get_zhilian.py][<module>][129][这里是第 68页的第4条url    http://jobs.zhaopin.com/422007435250037.htm]
[DEBUG][2018-06-18 10:50:45,233][get_zhilian.py][<module>][133][这里是第 68页的第4条url    http://jobs.zhaopin.com/422007435250037.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:45,233][get_zhilian.py][<module>][129][这里是第 68页的第5条url    http://jobs.zhaopin.com/CC464396731J00056550309.htm]
[DEBUG][2018-06-18 10:50:45,339][get_zhilian.py][<module>][133][这里是第 68页的第5条url    http://jobs.zhaopin.com/CC464396731J00056550309.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:45,339][get_zhilian.py][<module>][129][这里是第 68页的第6条url    http://jobs.zhaopin.com/CC546174689J00085884608.htm]
[DEBUG][2018-06-18 10:50:45,536][get_zhilian.py][<module>][133][这里是第 68页的第6条url    http://jobs.zhaopin.com/CC546174689J00085884608.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:45,536][get_zhilian.py][<module>][129][这里是第 68页的第7条url    http://jobs.zhaopin.com/CC142901800J00026947111.htm]
[DEBUG][2018-06-18 10:50:45,679][get_zhilian.py][<module>][133][这里是第 68页的第7条url    http://jobs.zhaopin.com/CC142901800J00026947111.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:45,680][get_zhilian.py][<module>][129][这里是第 68页的第8条url    http://jobs.zhaopin.com/CZ758869570J00051055015.htm]
[DEBUG][2018-06-18 10:50:45,833][get_zhilian.py][<module>][133][这里是第 68页的第8条url    http://jobs.zhaopin.com/CZ758869570J00051055015.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:45,834][get_zhilian.py][<module>][129][这里是第 68页的第9条url    http://jobs.zhaopin.com/CC491928630J00041696808.htm]
[DEBUG][2018-06-18 10:50:45,941][get_zhilian.py][<module>][133][这里是第 68页的第9条url    http://jobs.zhaopin.com/CC491928630J00041696808.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:45,942][get_zhilian.py][<module>][129][这里是第 68页的第10条url    http://jobs.zhaopin.com/CC268720686J00047272215.htm]
[DEBUG][2018-06-18 10:50:46,092][get_zhilian.py][<module>][133][这里是第 68页的第10条url    http://jobs.zhaopin.com/CC268720686J00047272215.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:46,093][get_zhilian.py][<module>][129][这里是第 68页的第11条url    http://jobs.zhaopin.com/CC454962537J00037561514.htm]
[DEBUG][2018-06-18 10:50:46,272][get_zhilian.py][<module>][133][这里是第 68页的第11条url    http://jobs.zhaopin.com/CC454962537J00037561514.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:46,273][get_zhilian.py][<module>][129][这里是第 68页的第12条url    http://jobs.zhaopin.com/361100522250005.htm]
[DEBUG][2018-06-18 10:50:46,449][get_zhilian.py][<module>][133][这里是第 68页的第12条url    http://jobs.zhaopin.com/361100522250005.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:46,449][get_zhilian.py][<module>][129][这里是第 68页的第13条url    http://jobs.zhaopin.com/274469636250208.htm]
[DEBUG][2018-06-18 10:50:46,647][get_zhilian.py][<module>][133][这里是第 68页的第13条url    http://jobs.zhaopin.com/274469636250208.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:46,647][get_zhilian.py][<module>][129][这里是第 68页的第14条url    http://jobs.zhaopin.com/CC468062581J00052207911.htm]
[DEBUG][2018-06-18 10:50:46,795][get_zhilian.py][<module>][133][这里是第 68页的第14条url    http://jobs.zhaopin.com/CC468062581J00052207911.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:46,796][get_zhilian.py][<module>][129][这里是第 68页的第15条url    http://jobs.zhaopin.com/CC318635888J00029671710.htm]
[DEBUG][2018-06-18 10:50:46,975][get_zhilian.py][<module>][133][这里是第 68页的第15条url    http://jobs.zhaopin.com/CC318635888J00029671710.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:46,975][get_zhilian.py][<module>][129][这里是第 68页的第16条url    http://jobs.zhaopin.com/CC201283886J00043068309.htm]
[DEBUG][2018-06-18 10:50:47,087][get_zhilian.py][<module>][133][这里是第 68页的第16条url    http://jobs.zhaopin.com/CC201283886J00043068309.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:47,087][get_zhilian.py][<module>][129][这里是第 68页的第17条url    http://jobs.zhaopin.com/491928630250047.htm]
[DEBUG][2018-06-18 10:50:47,261][get_zhilian.py][<module>][133][这里是第 68页的第17条url    http://jobs.zhaopin.com/491928630250047.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:47,261][get_zhilian.py][<module>][129][这里是第 68页的第18条url    http://jobs.zhaopin.com/CC133298706J00050509010.htm]
[DEBUG][2018-06-18 10:50:47,409][get_zhilian.py][<module>][133][这里是第 68页的第18条url    http://jobs.zhaopin.com/CC133298706J00050509010.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:47,409][get_zhilian.py][<module>][129][这里是第 68页的第19条url    http://jobs.zhaopin.com/CC664064521J00050503409.htm]
[DEBUG][2018-06-18 10:50:47,592][get_zhilian.py][<module>][133][这里是第 68页的第19条url    http://jobs.zhaopin.com/CC664064521J00050503409.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:47,592][get_zhilian.py][<module>][129][这里是第 68页的第20条url    http://jobs.zhaopin.com/186938217250653.htm]
[DEBUG][2018-06-18 10:50:47,790][get_zhilian.py][<module>][133][这里是第 68页的第20条url    http://jobs.zhaopin.com/186938217250653.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:47,790][get_zhilian.py][<module>][129][这里是第 68页的第21条url    http://jobs.zhaopin.com/CZ572576380J00048668713.htm]
[DEBUG][2018-06-18 10:50:47,983][get_zhilian.py][<module>][133][这里是第 68页的第21条url    http://jobs.zhaopin.com/CZ572576380J00048668713.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:47,983][get_zhilian.py][<module>][129][这里是第 68页的第22条url    http://jobs.zhaopin.com/CC138070004J00048540313.htm]
[DEBUG][2018-06-18 10:50:48,192][get_zhilian.py][<module>][133][这里是第 68页的第22条url    http://jobs.zhaopin.com/CC138070004J00048540313.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:48,192][get_zhilian.py][<module>][129][这里是第 68页的第23条url    http://jobs.zhaopin.com/CC527407328J00056972611.htm]
[DEBUG][2018-06-18 10:50:48,339][get_zhilian.py][<module>][133][这里是第 68页的第23条url    http://jobs.zhaopin.com/CC527407328J00056972611.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:48,339][get_zhilian.py][<module>][129][这里是第 68页的第24条url    http://jobs.zhaopin.com/CC332681138J00054602613.htm]
[DEBUG][2018-06-18 10:50:48,533][get_zhilian.py][<module>][133][这里是第 68页的第24条url    http://jobs.zhaopin.com/CC332681138J00054602613.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:48,534][get_zhilian.py][<module>][129][这里是第 68页的第25条url    http://jobs.zhaopin.com/CC464822911J00028567811.htm]
[DEBUG][2018-06-18 10:50:48,902][get_zhilian.py][<module>][133][这里是第 68页的第25条url    http://jobs.zhaopin.com/CC464822911J00028567811.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:48,902][get_zhilian.py][<module>][129][这里是第 68页的第26条url    http://jobs.zhaopin.com/201283886250082.htm]
[DEBUG][2018-06-18 10:50:49,105][get_zhilian.py][<module>][133][这里是第 68页的第26条url    http://jobs.zhaopin.com/201283886250082.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:49,106][get_zhilian.py][<module>][129][这里是第 68页的第27条url    http://jobs.zhaopin.com/276661739250000.htm]
[DEBUG][2018-06-18 10:50:49,259][get_zhilian.py][<module>][133][这里是第 68页的第27条url    http://jobs.zhaopin.com/276661739250000.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:49,259][get_zhilian.py][<module>][129][这里是第 68页的第28条url    http://jobs.zhaopin.com/CC464822911J00028470611.htm]
[DEBUG][2018-06-18 10:50:49,433][get_zhilian.py][<module>][133][这里是第 68页的第28条url    http://jobs.zhaopin.com/CC464822911J00028470611.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:49,434][get_zhilian.py][<module>][129][这里是第 68页的第29条url    http://jobs.zhaopin.com/CC542363627J00040219814.htm]
[DEBUG][2018-06-18 10:50:49,587][get_zhilian.py][<module>][133][这里是第 68页的第29条url    http://jobs.zhaopin.com/CC542363627J00040219814.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:49,587][get_zhilian.py][<module>][129][这里是第 68页的第30条url    http://jobs.zhaopin.com/CC268498830J00053521213.htm]
[DEBUG][2018-06-18 10:50:49,739][get_zhilian.py][<module>][133][这里是第 68页的第30条url    http://jobs.zhaopin.com/CC268498830J00053521213.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:49,740][get_zhilian.py][<module>][129][这里是第 68页的第31条url    http://jobs.zhaopin.com/CC154654815J00053598812.htm]
[DEBUG][2018-06-18 10:50:50,108][get_zhilian.py][<module>][133][这里是第 68页的第31条url    http://jobs.zhaopin.com/CC154654815J00053598812.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:50,108][get_zhilian.py][<module>][129][这里是第 68页的第32条url    http://jobs.zhaopin.com/CC550879021J00050134011.htm]
[DEBUG][2018-06-18 10:50:50,504][get_zhilian.py][<module>][133][这里是第 68页的第32条url    http://jobs.zhaopin.com/CC550879021J00050134011.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:50,505][get_zhilian.py][<module>][129][这里是第 68页的第33条url    http://jobs.zhaopin.com/CC461829312J00046209513.htm]
[DEBUG][2018-06-18 10:50:50,657][get_zhilian.py][<module>][133][这里是第 68页的第33条url    http://jobs.zhaopin.com/CC461829312J00046209513.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:50,657][get_zhilian.py][<module>][129][这里是第 68页的第34条url    http://jobs.zhaopin.com/CC302828380J00040616914.htm]
[DEBUG][2018-06-18 10:50:50,803][get_zhilian.py][<module>][133][这里是第 68页的第34条url    http://jobs.zhaopin.com/CC302828380J00040616914.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:50,803][get_zhilian.py][<module>][129][这里是第 68页的第35条url    http://jobs.zhaopin.com/CC323540085J00035116010.htm]
[DEBUG][2018-06-18 10:50:51,001][get_zhilian.py][<module>][133][这里是第 68页的第35条url    http://jobs.zhaopin.com/CC323540085J00035116010.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:51,002][get_zhilian.py][<module>][129][这里是第 68页的第36条url    http://jobs.zhaopin.com/CC697581823J00051180813.htm]
[DEBUG][2018-06-18 10:50:51,274][get_zhilian.py][<module>][133][这里是第 68页的第36条url    http://jobs.zhaopin.com/CC697581823J00051180813.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:51,275][get_zhilian.py][<module>][129][这里是第 68页的第37条url    http://jobs.zhaopin.com/CC378282514J00046945215.htm]
[DEBUG][2018-06-18 10:50:51,479][get_zhilian.py][<module>][133][这里是第 68页的第37条url    http://jobs.zhaopin.com/CC378282514J00046945215.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:51,480][get_zhilian.py][<module>][129][这里是第 68页的第38条url    http://jobs.zhaopin.com/000129772250310.htm]
[DEBUG][2018-06-18 10:50:51,887][get_zhilian.py][<module>][133][这里是第 68页的第38条url    http://jobs.zhaopin.com/000129772250310.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:51,887][get_zhilian.py][<module>][129][这里是第 68页的第39条url    http://jobs.zhaopin.com/CC394261836J00025997015.htm]
[DEBUG][2018-06-18 10:50:52,033][get_zhilian.py][<module>][133][这里是第 68页的第39条url    http://jobs.zhaopin.com/CC394261836J00025997015.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:52,033][get_zhilian.py][<module>][129][这里是第 68页的第40条url    http://jobs.zhaopin.com/192745913250945.htm]
[DEBUG][2018-06-18 10:50:52,205][get_zhilian.py][<module>][133][这里是第 68页的第40条url    http://jobs.zhaopin.com/192745913250945.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:52,206][get_zhilian.py][<module>][129][这里是第 68页的第41条url    http://jobs.zhaopin.com/350498010250315.htm]
[DEBUG][2018-06-18 10:50:52,443][get_zhilian.py][<module>][133][这里是第 68页的第41条url    http://jobs.zhaopin.com/350498010250315.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:52,444][get_zhilian.py][<module>][129][这里是第 68页的第42条url    http://jobs.zhaopin.com/184536623250362.htm]
[DEBUG][2018-06-18 10:50:52,597][get_zhilian.py][<module>][133][这里是第 68页的第42条url    http://jobs.zhaopin.com/184536623250362.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:52,598][get_zhilian.py][<module>][129][这里是第 68页的第43条url    http://jobs.zhaopin.com/CC522906121J00048350212.htm]
[DEBUG][2018-06-18 10:50:52,792][get_zhilian.py][<module>][133][这里是第 68页的第43条url    http://jobs.zhaopin.com/CC522906121J00048350212.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:52,793][get_zhilian.py][<module>][129][这里是第 68页的第44条url    http://jobs.zhaopin.com/461829312250134.htm]
[DEBUG][2018-06-18 10:50:53,085][get_zhilian.py][<module>][133][这里是第 68页的第44条url    http://jobs.zhaopin.com/461829312250134.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:53,085][get_zhilian.py][<module>][129][这里是第 68页的第45条url    http://jobs.zhaopin.com/CC301968717J00030782414.htm]
[DEBUG][2018-06-18 10:50:53,238][get_zhilian.py][<module>][133][这里是第 68页的第45条url    http://jobs.zhaopin.com/CC301968717J00030782414.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:53,238][get_zhilian.py][<module>][129][这里是第 68页的第46条url    http://jobs.zhaopin.com/445489925250029.htm]
[DEBUG][2018-06-18 10:50:53,412][get_zhilian.py][<module>][133][这里是第 68页的第46条url    http://jobs.zhaopin.com/445489925250029.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:53,412][get_zhilian.py][<module>][129][这里是第 68页的第47条url    http://jobs.zhaopin.com/CC120368009J00050622515.htm]
[DEBUG][2018-06-18 10:50:53,709][get_zhilian.py][<module>][133][这里是第 68页的第47条url    http://jobs.zhaopin.com/CC120368009J00050622515.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:53,709][get_zhilian.py][<module>][129][这里是第 68页的第48条url    http://jobs.zhaopin.com/599986429250152.htm]
[DEBUG][2018-06-18 10:50:54,027][get_zhilian.py][<module>][133][这里是第 68页的第48条url    http://jobs.zhaopin.com/599986429250152.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:54,027][get_zhilian.py][<module>][129][这里是第 68页的第49条url    http://jobs.zhaopin.com/CZ553673830J00035514910.htm]
[DEBUG][2018-06-18 10:50:54,180][get_zhilian.py][<module>][133][这里是第 68页的第49条url    http://jobs.zhaopin.com/CZ553673830J00035514910.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:54,180][get_zhilian.py][<module>][129][这里是第 68页的第50条url    http://jobs.zhaopin.com/CC422250935J00048064110.htm]
[DEBUG][2018-06-18 10:50:54,538][get_zhilian.py][<module>][133][这里是第 68页的第50条url    http://jobs.zhaopin.com/CC422250935J00048064110.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:54,538][get_zhilian.py][<module>][129][这里是第 68页的第51条url    http://jobs.zhaopin.com/000353951250563.htm]
[DEBUG][2018-06-18 10:50:54,853][get_zhilian.py][<module>][133][这里是第 68页的第51条url    http://jobs.zhaopin.com/000353951250563.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:54,854][get_zhilian.py][<module>][129][这里是第 68页的第52条url    http://jobs.zhaopin.com/CZ486399480J00025141409.htm]
[DEBUG][2018-06-18 10:50:55,030][get_zhilian.py][<module>][133][这里是第 68页的第52条url    http://jobs.zhaopin.com/CZ486399480J00025141409.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:55,030][get_zhilian.py][<module>][129][这里是第 68页的第53条url    http://jobs.zhaopin.com/CC422250935J00039175410.htm]
[DEBUG][2018-06-18 10:50:55,339][get_zhilian.py][<module>][133][这里是第 68页的第53条url    http://jobs.zhaopin.com/CC422250935J00039175410.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:55,340][get_zhilian.py][<module>][129][这里是第 68页的第54条url    http://jobs.zhaopin.com/CC382952985J00030682515.htm]
[DEBUG][2018-06-18 10:50:55,662][get_zhilian.py][<module>][133][这里是第 68页的第54条url    http://jobs.zhaopin.com/CC382952985J00030682515.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:55,662][get_zhilian.py][<module>][129][这里是第 68页的第55条url    http://jobs.zhaopin.com/CC291312882J00024133511.htm]
[DEBUG][2018-06-18 10:50:55,838][get_zhilian.py][<module>][133][这里是第 68页的第55条url    http://jobs.zhaopin.com/CC291312882J00024133511.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:55,838][get_zhilian.py][<module>][129][这里是第 68页的第56条url    http://jobs.zhaopin.com/CC382952985J00035630715.htm]
[DEBUG][2018-06-18 10:50:56,154][get_zhilian.py][<module>][133][这里是第 68页的第56条url    http://jobs.zhaopin.com/CC382952985J00035630715.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:56,155][get_zhilian.py][<module>][129][这里是第 68页的第57条url    http://jobs.zhaopin.com/382952985250019.htm]
[DEBUG][2018-06-18 10:50:56,345][get_zhilian.py][<module>][133][这里是第 68页的第57条url    http://jobs.zhaopin.com/382952985250019.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:56,346][get_zhilian.py][<module>][129][这里是第 68页的第58条url    http://jobs.zhaopin.com/CC382952985J00040538415.htm]
[DEBUG][2018-06-18 10:50:56,661][get_zhilian.py][<module>][133][这里是第 68页的第58条url    http://jobs.zhaopin.com/CC382952985J00040538415.htm该url没有获取到数据]
[DEBUG][2018-06-18 10:50:56,661][get_zhilian.py][<module>][129][这里是第 68页的第59条url    http://jobs.zhaopin.com/CC291312882J00031036611.htm]
[DEBUG][2018-06-18 10:50:56,806][get_zhilian.py][<module>][133][这里是第 68页的第59条url    http://jobs.zhaopin.com/CC291312882J00031036611.htm该url没有获取到数据]
